,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Day,Month,Seasons_Spring,Seasons_Summer,Seasons_Winter,Holiday_No Holiday
17,23.558437978779494,17,0.8,58,1.2649110640673518,2000,0.08,0.0,0.0,1,12,0,0,1,1
18,29.359836511806396,18,0.6,66,1.1832159566199232,2000,0.0,0.0,0.0,1,12,0,0,1,1
19,24.49489742783178,19,0.0,77,1.3038404810405297,2000,0.0,0.0,0.0,1,12,0,0,1,1
20,20.639767440550294,20,-0.3,79,1.224744871391589,1913,0.0,0.0,0.0,1,12,0,0,1,1
21,20.12461179749811,21,-0.8,81,0.8944271909999159,1687,0.0,0.0,0.0,1,12,0,0,1,1
22,19.949937343260004,22,-0.9,83,1.224744871391589,1380,0.0,0.0,0.0,1,12,0,0,1,1
23,17.97220075561143,23,-1.3,84,1.0,1265,0.0,0.0,0.0,1,12,0,0,1,1
24,18.110770276274835,0,-1.8,87,1.0488088481701516,994,0.0,0.0,0.0,2,12,0,0,1,1
25,17.549928774784245,1,-2.2,86,0.7745966692414834,990,0.0,0.0,0.0,2,12,0,0,1,1
26,16.186414056238647,2,-2.9,86,1.224744871391589,1256,0.0,0.0,0.0,2,12,0,0,1,1
27,12.922847983320086,3,-3.5,81,1.4832396974191326,1221,0.0,0.0,0.0,2,12,0,0,1,1
28,9.433981132056603,4,-3.8,79,1.4142135623730951,1167,0.0,0.0,0.0,2,12,0,0,1,1
29,8.888194417315589,5,-4.0,79,1.224744871391589,1202,0.0,0.0,0.0,2,12,0,0,1,1
30,8.366600265340756,6,-4.3,82,1.449137674618944,1178,0.0,0.0,0.0,2,12,0,0,1,1
31,12.083045973594572,7,-4.4,81,1.5811388300841898,1276,0.0,0.0,0.0,2,12,0,0,1,1
32,14.798648586948742,8,-4.2,79,1.449137674618944,1436,0.01,0.0,0.0,2,12,0,0,1,1
33,18.110770276274835,9,-2.9,68,1.2649110640673518,1487,0.3,0.0,0.0,2,12,0,0,1,1
34,18.275666882497067,10,-0.4,57,1.2649110640673518,1309,0.8,0.0,0.0,2,12,0,0,1,1
35,19.697715603592208,11,1.9,49,1.3416407864998738,1406,1.0,0.0,0.0,2,12,0,0,1,1
36,21.88606862823929,12,4.3,41,1.140175425099138,1666,1.09,0.0,0.0,2,12,0,0,1,1
37,24.61706725018234,13,6.0,36,1.3416407864998738,1780,1.12,0.0,0.0,2,12,0,0,1,1
38,24.71841418861655,14,7.3,35,1.140175425099138,1955,0.99,0.0,0.0,2,12,0,0,1,1
39,24.269322199023193,15,7.6,41,1.51657508881031,1953,0.74,0.0,0.0,2,12,0,0,1,1
40,24.859605789312106,16,6.4,48,1.61245154965971,1945,0.22,0.0,0.0,2,12,0,0,1,1
41,23.916521486202797,17,6.0,51,1.5811388300841898,1891,0.06,0.0,0.0,2,12,0,0,1,1
42,22.11334438749598,18,5.5,53,1.224744871391589,1697,0.0,0.0,0.0,2,12,0,0,1,1
43,19.621416870348583,19,5.0,52,1.51657508881031,1666,0.0,0.0,0.0,2,12,0,0,1,1
44,18.947295321496416,20,4.6,51,1.0954451150103321,1585,0.0,0.0,0.0,2,12,0,0,1,1
45,19.4164878389476,21,4.1,55,1.0954451150103321,1448,0.0,0.0,0.0,2,12,0,0,1,1
46,18.81488772222678,22,3.5,54,1.224744871391589,1446,0.0,0.0,0.0,2,12,0,0,1,1
47,19.131126469708992,23,4.0,56,1.0,1352,0.0,0.0,0.0,2,12,0,0,1,1
48,18.49324200890693,0,4.0,58,1.1832159566199232,1296,0.0,0.0,0.0,3,12,0,0,1,1
49,15.066519173319364,1,3.9,69,1.3038404810405297,485,0.0,0.0,0.0,3,12,0,0,1,1
50,15.0996688705415,2,3.3,79,1.1832159566199232,830,0.0,0.0,0.0,3,12,0,0,1,1
51,10.816653826391969,3,3.4,71,1.2649110640673518,1011,0.0,0.5,0.0,3,12,0,0,1,1
52,8.717797887081348,4,3.5,73,1.0,1060,0.0,0.0,0.0,3,12,0,0,1,1
53,5.656854249492381,5,3.9,75,1.378404875209022,914,0.0,0.0,0.0,3,12,0,0,1,1
54,3.605551275463989,6,3.4,86,1.5811388300841898,278,0.0,1.0,0.0,3,12,0,0,1,1
55,4.69041575982343,7,3.1,91,1.0954451150103321,129,0.0,0.0,0.0,3,12,0,0,1,1
56,9.219544457292887,8,3.2,92,1.3416407864998738,244,0.0,0.0,0.0,3,12,0,0,1,1
57,12.328828005937952,9,3.5,91,1.3416407864998738,231,0.02,2.5,0.0,3,12,0,0,1,1
58,14.142135623730951,10,4.4,89,1.4832396974191326,257,0.24,0.0,0.0,3,12,0,0,1,1
59,16.522711641858304,11,5.1,87,1.1832159566199232,321,0.25,0.0,0.0,3,12,0,0,1,1
60,18.24828759089466,12,5.8,85,1.3038404810405297,349,0.43,0.0,0.0,3,12,0,0,1,1
61,22.24859546128699,13,6.8,81,1.378404875209022,390,0.6,0.0,0.0,3,12,0,0,1,1
62,23.727621035409346,14,7.6,76,1.0954451150103321,422,0.69,0.0,0.0,3,12,0,0,1,1
63,24.919871588754223,15,8.0,73,1.2649110640673518,433,0.53,0.0,0.0,3,12,0,0,1,1
64,24.454038521274967,16,7.6,77,1.2649110640673518,399,0.2,0.0,0.0,3,12,0,0,1,1
65,23.345235059857504,17,6.7,82,1.224744871391589,358,0.05,0.0,0.0,3,12,0,0,1,1
66,21.047565179849187,18,6.0,84,1.378404875209022,327,0.0,0.0,0.0,3,12,0,0,1,1
67,20.54263858417414,19,5.7,85,1.3038404810405297,309,0.0,0.0,0.0,3,12,0,0,1,1
68,19.924858845171276,20,5.2,87,1.1832159566199232,253,0.0,0.0,0.0,3,12,0,0,1,1
69,19.621416870348583,21,4.7,87,1.0954451150103321,247,0.0,0.0,0.0,3,12,0,0,1,1
70,18.708286933869708,22,4.3,89,1.3416407864998738,201,0.0,0.0,0.0,3,12,0,0,1,1
71,17.406895185529212,23,3.9,90,1.140175425099138,194,0.0,0.0,0.0,3,12,0,0,1,1
72,16.881943016134134,0,4.2,88,0.7745966692414834,216,0.0,0.0,0.0,4,12,0,0,1,1
73,13.638181696985855,1,4.3,87,0.7071067811865476,221,0.0,0.0,0.0,4,12,0,0,1,1
74,10.583005244258363,2,4.4,87,1.3416407864998738,207,0.0,0.0,0.0,4,12,0,0,1,1
75,8.06225774829855,3,3.6,85,1.51657508881031,206,0.0,0.0,0.0,4,12,0,0,1,1
76,6.4031242374328485,4,2.8,89,1.224744871391589,130,0.0,0.0,0.0,4,12,0,0,1,1
77,9.055385138137417,5,2.0,83,1.6431676725154984,253,0.0,0.0,0.0,4,12,0,0,1,1
78,14.142135623730951,6,1.2,76,1.9235384061671346,371,0.0,0.1,0.0,4,12,0,0,1,1
79,22.315913604421397,7,0.2,68,1.8439088914585775,702,0.0,0.0,0.0,4,12,0,0,1,1
80,30.610455730027933,8,-0.8,69,1.8708286933869707,954,0.01,0.0,0.0,4,12,0,0,1,1
81,22.561028345356956,9,-1.5,47,2.04939015319192,1888,0.22,0.0,0.0,4,12,0,0,1,1
82,17.635192088548397,10,-1.1,40,2.1213203435596424,2000,0.64,0.0,0.0,4,12,0,0,1,1
83,19.467922333931785,11,-0.5,41,2.0248456731316584,1799,0.94,0.0,0.0,4,12,0,0,1,1
84,19.82422760159901,12,-0.3,38,2.1908902300206643,1823,1.11,0.0,0.0,4,12,0,0,1,1
85,19.77371993328519,13,0.0,30,2.32379000772445,1938,1.17,0.0,0.0,4,12,0,0,1,1
86,18.384776310850235,14,0.1,27,2.1213203435596424,2000,1.09,0.0,0.0,4,12,0,0,1,1
87,18.466185312619388,15,-0.1,25,2.4083189157584592,2000,0.88,0.0,0.0,4,12,0,0,1,1
88,19.364916731037084,16,-0.2,23,2.16794833886788,2000,0.55,0.0,0.0,4,12,0,0,1,1
89,22.693611435820433,17,-1.3,26,2.3021728866442674,2000,0.18,0.0,0.0,4,12,0,0,1,1
90,28.407745422683583,18,-2.1,29,1.9748417658131499,2000,0.0,0.0,0.0,4,12,0,0,1,1
91,23.83275057562597,19,-2.9,32,1.7888543819998317,2000,0.0,0.0,0.0,4,12,0,0,1,1
92,19.949937343260004,20,-3.6,38,1.7320508075688772,2000,0.0,0.0,0.0,4,12,0,0,1,1
93,19.924858845171276,21,-4.6,43,2.1213203435596424,2000,0.0,0.0,0.0,4,12,0,0,1,1
94,18.788294228055936,22,-5.3,45,1.5811388300841898,2000,0.0,0.0,0.0,4,12,0,0,1,1
95,15.748015748023622,23,-5.8,44,1.5491933384829668,2000,0.0,0.0,0.0,4,12,0,0,1,1
96,14.696938456699069,0,-6.1,42,1.61245154965971,2000,0.0,0.0,0.0,5,12,0,0,1,1
97,14.071247279470288,1,-6.5,41,1.6733200530681511,2000,0.0,0.0,0.0,5,12,0,0,1,1
98,11.135528725660043,2,-6.8,41,1.5811388300841898,2000,0.0,0.0,0.0,5,12,0,0,1,1
99,7.874007874011811,3,-6.9,39,1.4142135623730951,2000,0.0,0.0,0.0,5,12,0,0,1,1
100,6.48074069840786,4,-7.2,34,1.7320508075688772,2000,0.0,0.0,0.0,5,12,0,0,1,1
101,9.055385138137417,5,-7.4,33,1.61245154965971,2000,0.0,0.0,0.0,5,12,0,0,1,1
102,13.114877048604,6,-7.4,34,1.7888543819998317,2000,0.0,0.0,0.0,5,12,0,0,1,1
103,19.519221295943137,7,-7.5,33,1.4832396974191326,2000,0.0,0.0,0.0,5,12,0,0,1,1
104,28.495613697550013,8,-8.1,36,1.2649110640673518,2000,0.01,0.0,0.0,5,12,0,0,1,1
105,21.494185260204677,9,-7.6,31,1.140175425099138,1974,0.21,0.0,0.0,5,12,0,0,1,1
106,16.401219466856727,10,-5.5,26,1.6733200530681511,1967,0.64,0.0,0.0,5,12,0,0,1,1
107,18.275666882497067,11,-3.9,25,0.0,1959,0.0,0.0,0.0,5,12,0,0,1,1
108,17.916472867168917,12,-2.3,25,0.0,1962,0.0,0.0,0.0,5,12,0,0,1,1
109,18.027756377319946,13,-1.6,27,0.0,1955,0.0,0.0,0.0,5,12,0,0,1,1
110,18.275666882497067,14,-1.1,28,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
111,18.788294228055936,15,-0.7,28,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
112,20.85665361461421,16,-0.5,30,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
113,23.0,17,-1.6,35,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
114,28.089143810376278,18,-2.6,40,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
115,24.43358344574123,19,-3.2,45,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
116,20.445048300260872,20,-3.5,46,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
117,20.37154878746336,21,-3.7,47,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
118,19.82422760159901,22,-2.8,49,0.0,2000,0.0,0.0,0.0,5,12,0,0,1,1
119,15.620499351813308,23,-2.5,59,0.0,1210,0.0,0.0,0.0,5,12,0,0,1,1
120,12.041594578792296,0,-2.8,77,0.0,331,0.0,0.1,0.1,6,12,0,0,1,1
121,12.0,1,-3.0,79,0.0,293,0.0,0.0,0.3,6,12,0,0,1,1
122,10.816653826391969,2,-3.0,79,0.0,1862,0.0,0.0,0.4,6,12,0,0,1,1
123,8.831760866327848,3,-3.2,78,0.0,1808,0.0,0.2,0.4,6,12,0,0,1,1
124,7.615773105863909,4,-3.4,75,0.0,1982,0.0,0.0,0.4,6,12,0,0,1,1
125,9.327379053088816,5,-3.6,76,0.0,1934,0.0,0.0,0.4,6,12,0,0,1,1
126,11.916375287812984,6,-3.7,76,0.0,1864,0.0,0.0,0.4,6,12,0,0,1,1
127,19.467922333931785,7,-4.2,77,0.0,1741,0.0,0.0,0.3,6,12,0,0,1,1
128,28.319604517012593,8,-4.2,78,0.0,1518,0.01,0.0,0.2,6,12,0,0,1,1
129,20.97617696340303,9,-3.3,70,0.0,1324,0.25,0.0,0.2,6,12,0,0,1,1
130,17.52141546793523,10,-0.9,64,0.0,1224,0.63,0.0,0.2,6,12,0,0,1,1
131,19.519221295943137,11,1.6,57,1.0954451150103321,1261,0.93,0.0,0.0,6,12,0,0,1,1
132,20.12461179749811,12,2.4,52,0.9486832980505138,1224,1.08,0.0,0.0,6,12,0,0,1,1
133,21.02379604162864,13,4.2,47,1.0488088481701516,1469,1.1,0.0,0.0,6,12,0,0,1,1
134,20.396078054371138,14,5.5,34,1.0,1966,0.96,0.0,0.0,6,12,0,0,1,1
135,20.29778313018444,15,5.5,31,1.760681686165901,1968,0.72,0.0,0.0,6,12,0,0,1,1
136,22.271057451320086,16,5.3,37,1.70293863659264,2000,0.36,0.0,0.0,6,12,0,0,1,1
137,15.459624833740307,17,4.1,60,1.5811388300841898,1565,0.1,0.0,0.0,6,12,0,0,1,1
138,14.2828568570857,18,1.7,90,1.0,66,0.0,0.3,0.3,6,12,0,0,1,1
139,14.317821063276353,19,1.2,92,0.8366600265340756,180,0.0,0.0,1.0,6,12,0,0,1,1
140,13.784048752090222,20,1.2,94,0.7745966692414834,228,0.0,0.0,1.0,6,12,0,0,1,1
141,12.84523257866513,21,1.1,92,0.7071067811865476,235,0.0,0.7,1.0,6,12,0,0,1,1
142,14.89966442575134,22,1.3,92,0.7745966692414834,233,0.0,0.0,1.0,6,12,0,0,1,1
143,13.892443989449804,23,1.3,92,0.7745966692414834,209,0.0,0.0,1.0,6,12,0,0,1,1
144,14.071247279470288,0,1.4,92,0.7071067811865476,240,0.0,0.0,0.9,7,12,0,0,1,1
145,14.7648230602334,1,1.5,92,0.6324555320336759,227,0.0,0.0,0.9,7,12,0,0,1,1
146,12.206555615733702,2,1.4,92,0.8366600265340756,168,0.0,0.0,0.9,7,12,0,0,1,1
147,10.099504938362077,3,1.9,91,1.1832159566199232,218,0.0,0.0,0.9,7,12,0,0,1,1
148,7.874007874011811,4,1.6,92,0.8366600265340756,119,0.0,0.0,0.9,7,12,0,0,1,1
149,9.1104335791443,5,1.5,92,1.0488088481701516,175,0.0,0.0,0.9,7,12,0,0,1,1
150,11.704699910719626,6,1.0,93,0.7071067811865476,148,0.0,0.0,0.9,7,12,0,0,1,1
151,19.157244060668017,7,0.3,93,0.7071067811865476,173,0.0,0.0,0.9,7,12,0,0,1,1
152,27.459060435491963,8,-0.2,96,0.8944271909999159,173,0.01,0.0,0.8,7,12,0,0,1,1
153,20.37154878746336,9,0.1,91,0.8944271909999159,265,0.14,0.0,0.8,7,12,0,0,1,1
154,17.916472867168917,10,1.1,83,0.8366600265340756,311,0.41,0.0,0.7,7,12,0,0,1,1
155,18.24828759089466,11,2.3,69,1.3038404810405297,628,0.63,0.0,0.6,7,12,0,0,1,1
156,20.760539492026695,12,3.7,65,1.5491933384829668,833,0.98,0.0,0.3,7,12,0,0,1,1
157,19.849433241279208,13,4.1,37,1.760681686165901,1767,1.14,0.0,0.0,7,12,0,0,1,1
158,19.748417658131498,14,4.4,36,1.6431676725154984,1975,1.04,0.0,0.0,7,12,0,0,1,1
159,20.73644135332772,15,4.0,35,1.760681686165901,1962,0.84,0.0,0.0,7,12,0,0,1,1
160,21.702534414210707,16,3.2,38,1.70293863659264,1817,0.51,0.0,0.0,7,12,0,0,1,1
161,23.49468024894146,17,2.1,50,1.4142135623730951,1434,0.15,0.0,0.0,7,12,0,0,1,1
162,28.19574435974337,18,0.7,46,1.6431676725154984,1558,0.0,0.0,0.0,7,12,0,0,1,1
163,22.516660498395403,19,-0.4,47,1.5811388300841898,1269,0.0,0.0,0.0,7,12,0,0,1,1
164,19.748417658131498,20,-1.4,47,1.5811388300841898,1620,0.0,0.0,0.0,7,12,0,0,1,1
165,20.049937655763422,21,-2.2,46,1.4832396974191326,1975,0.0,0.0,0.0,7,12,0,0,1,1
166,19.72308292331602,22,-2.7,48,1.61245154965971,1844,0.0,0.0,0.0,7,12,0,0,1,1
167,16.09347693943108,23,-3.2,50,1.449137674618944,1887,0.0,0.0,0.0,7,12,0,0,1,1
168,15.264337522473747,0,-3.5,49,1.61245154965971,1893,0.0,0.0,0.0,8,12,0,0,1,1
169,15.165750888103101,1,-3.7,50,1.5811388300841898,1902,0.0,0.0,0.0,8,12,0,0,1,1
170,11.445523142259598,2,-4.3,53,1.0,1918,0.0,0.0,0.0,8,12,0,0,1,1
171,9.9498743710662,3,-4.8,52,1.2649110640673518,1978,0.0,0.0,0.0,8,12,0,0,1,1
172,8.426149773176359,4,-5.3,53,1.5491933384829668,1936,0.0,0.0,0.0,8,12,0,0,1,1
173,9.16515138991168,5,-5.8,56,1.4142135623730951,1941,0.0,0.0,0.0,8,12,0,0,1,1
174,12.569805089976535,6,-6.0,56,1.8708286933869707,1853,0.0,0.0,0.0,8,12,0,0,1,1
175,19.672315572906,7,-6.5,57,0.8944271909999159,1776,0.0,0.0,0.0,8,12,0,0,1,1
176,27.92848008753788,8,-7.0,59,0.8944271909999159,1559,0.01,0.0,0.0,8,12,0,0,1,1
177,19.87460691435179,9,-6.7,50,0.9486832980505138,1492,0.23,0.0,0.0,8,12,0,0,1,1
178,16.15549442140351,10,-5.3,44,1.6733200530681511,1516,0.63,0.0,0.0,8,12,0,0,1,1
179,17.60681686165901,11,-3.7,39,1.1832159566199232,1595,0.93,0.0,0.0,8,12,0,0,1,1
180,18.841443681416774,12,-2.0,30,1.1832159566199232,1728,1.14,0.0,0.0,8,12,0,0,1,1
181,18.81488772222678,13,-1.7,28,1.3416407864998738,1963,1.22,0.0,0.0,8,12,0,0,1,1
182,18.708286933869708,14,-1.3,27,1.760681686165901,1906,1.12,0.0,0.0,8,12,0,0,1,1
183,19.026297590440446,15,-0.8,26,1.816590212458495,1977,0.87,0.0,0.0,8,12,0,0,1,1
184,20.024984394500787,16,-1.1,24,1.8439088914585775,2000,0.56,0.0,0.0,8,12,0,0,1,1
185,22.360679774997898,17,-2.4,30,1.6431676725154984,2000,0.18,0.0,0.0,8,12,0,0,1,1
186,27.422618401604176,18,-3.1,33,1.0954451150103321,2000,0.0,0.0,0.0,8,12,0,0,1,1
187,21.840329667841555,19,-3.3,35,1.0488088481701516,2000,0.0,0.0,0.0,8,12,0,0,1,1
188,19.595917942265423,20,-3.3,34,1.224744871391589,2000,0.0,0.0,0.0,8,12,0,0,1,1
189,18.33030277982336,21,-3.3,35,0.7071067811865476,2000,0.0,0.0,0.0,8,12,0,0,1,1
190,18.627936010197157,22,-3.4,39,1.0954451150103321,2000,0.0,0.0,0.0,8,12,0,0,1,1
191,16.583123951777,23,-3.5,43,0.9486832980505138,2000,0.0,0.0,0.0,8,12,0,0,1,1
192,16.34013463836819,0,-3.5,48,0.9486832980505138,1967,0.0,0.0,0.0,9,12,0,0,1,1
193,17.204650534085253,1,-4.1,49,0.7745966692414834,2000,0.0,0.0,0.0,9,12,0,0,1,1
194,15.394804318340652,2,-4.7,50,0.8366600265340756,1983,0.0,0.0,0.0,9,12,0,0,1,1
195,13.0,3,-4.3,47,0.7745966692414834,1992,0.0,0.0,0.0,9,12,0,0,1,1
196,9.797958971132712,4,-4.3,49,0.8366600265340756,2000,0.0,0.0,0.0,9,12,0,0,1,1
197,7.483314773547883,5,-4.7,49,0.8944271909999159,1999,0.0,0.0,0.0,9,12,0,0,1,1
198,8.717797887081348,6,-5.1,53,0.9486832980505138,1975,0.0,0.0,0.0,9,12,0,0,1,1
199,11.269427669584644,7,-5.5,56,0.8944271909999159,1950,0.0,0.0,0.0,9,12,0,0,1,1
200,14.89966442575134,8,-5.4,56,0.8366600265340756,1940,0.01,0.0,0.0,9,12,0,0,1,1
201,17.05872210923198,9,-4.7,48,1.0,1784,0.23,0.0,0.0,9,12,0,0,1,1
202,16.522711641858304,10,-2.2,42,1.140175425099138,1646,0.61,0.0,0.0,9,12,0,0,1,1
203,18.734993995195193,11,0.0,45,1.0488088481701516,1500,0.89,0.0,0.0,9,12,0,0,1,1
204,20.663978319771825,12,2.4,40,0.8944271909999159,1809,1.05,0.0,0.0,9,12,0,0,1,1
205,20.760539492026695,13,3.9,36,1.4142135623730951,1702,1.13,0.0,0.0,9,12,0,0,1,1
206,22.045407685048602,14,4.7,32,1.4832396974191326,1948,1.06,0.0,0.0,9,12,0,0,1,1
207,23.853720883753127,15,5.2,30,1.4142135623730951,1963,0.84,0.0,0.0,9,12,0,0,1,1
208,23.366642891095847,16,4.4,33,1.2649110640673518,1963,0.4,0.0,0.0,9,12,0,0,1,1
209,21.93171219946131,17,3.5,37,1.3416407864998738,1963,0.1,0.0,0.0,9,12,0,0,1,1
210,19.595917942265423,18,2.5,41,1.0,1974,0.0,0.0,0.0,9,12,0,0,1,1
211,16.583123951777,19,1.5,48,0.6324555320336759,1878,0.0,0.0,0.0,9,12,0,0,1,1
212,17.26267650163207,20,0.8,51,1.1832159566199232,1848,0.0,0.0,0.0,9,12,0,0,1,1
213,17.916472867168917,21,-0.1,55,0.8366600265340756,1654,0.0,0.0,0.0,9,12,0,0,1,1
214,17.0,22,-0.5,55,0.7745966692414834,1655,0.0,0.0,0.0,9,12,0,0,1,1
215,16.278820596099706,23,-0.1,54,1.140175425099138,1570,0.0,0.0,0.0,9,12,0,0,1,1
216,18.05547008526779,0,-0.2,55,1.0,1629,0.0,0.0,0.0,10,12,0,0,1,1
217,16.73320053068151,1,-0.2,54,0.7071067811865476,1747,0.0,0.0,0.0,10,12,0,0,1,1
218,15.588457268119896,2,0.2,52,0.8366600265340756,1726,0.0,0.0,0.0,10,12,0,0,1,1
219,13.0,3,0.3,53,0.7071067811865476,1748,0.0,0.0,0.0,10,12,0,0,1,1
220,8.426149773176359,4,0.4,52,1.2649110640673518,1816,0.0,0.0,0.0,10,12,0,0,1,1
221,3.605551275463989,5,0.3,74,1.0,178,0.0,0.0,0.7,10,12,0,0,1,1
222,3.0,6,-0.5,90,0.9486832980505138,91,0.0,2.5,2.7,10,12,0,0,1,1
223,4.47213595499958,7,-0.4,92,1.0488088481701516,121,0.0,0.0,4.0,10,12,0,0,1,1
224,5.916079783099616,8,-0.2,90,1.0954451150103321,378,0.0,0.0,4.1,10,12,0,0,1,1
225,5.5677643628300215,9,0.2,90,1.0,305,0.0,1.6,4.3,10,12,0,0,1,1
226,4.358898943540674,10,0.5,91,0.6324555320336759,143,0.0,0.0,4.3,10,12,0,0,1,1
227,7.615773105863909,11,0.9,92,0.9486832980505138,137,0.03,0.0,3.9,10,12,0,0,1,1
228,10.908712114635714,12,2.3,88,0.5477225575051661,245,0.28,0.0,3.1,10,12,0,0,1,1
229,13.490737563232042,13,3.3,87,1.0488088481701516,230,0.54,0.0,2.1,10,12,0,0,1,1
230,15.329709716755891,14,4.2,85,0.8366600265340756,325,0.65,0.0,1.4,10,12,0,0,1,1
231,13.416407864998739,15,6.7,63,2.1213203435596424,715,0.35,0.0,1.0,10,12,0,0,1,1
232,14.628738838327793,16,5.4,71,1.8708286933869707,622,0.2,0.0,0.5,10,12,0,0,1,1
233,15.033296378372908,17,3.6,65,2.073644135332772,1061,0.03,0.0,0.4,10,12,0,0,1,1
234,14.491376746189438,18,2.0,61,1.7320508075688772,2000,0.0,0.0,0.0,10,12,0,0,1,1
235,13.45362404707371,19,1.6,53,2.0,2000,0.0,0.0,0.0,10,12,0,0,1,1
236,12.84523257866513,20,0.6,57,1.9748417658131499,1954,0.0,0.0,0.0,10,12,0,0,1,1
237,12.922847983320086,21,0.0,59,1.7320508075688772,1862,0.0,0.0,0.0,10,12,0,0,1,1
238,12.328828005937952,22,-1.0,56,2.16794833886788,2000,0.0,0.0,0.0,10,12,0,0,1,1
239,12.165525060596439,23,-1.4,43,2.073644135332772,2000,0.0,0.0,0.0,10,12,0,0,1,1
240,11.180339887498949,0,-2.5,39,1.8439088914585775,2000,0.0,0.0,0.0,11,12,0,0,1,1
241,10.535653752852738,1,-3.4,36,1.9493588689617927,2000,0.0,0.0,0.0,11,12,0,0,1,1
242,8.18535277187245,2,-4.2,35,1.8439088914585775,2000,0.0,0.0,0.0,11,12,0,0,1,1
243,6.708203932499369,3,-4.7,38,1.5491933384829668,2000,0.0,0.0,0.0,11,12,0,0,1,1
244,6.6332495807108,4,-5.2,35,1.7888543819998317,2000,0.0,0.0,0.0,11,12,0,0,1,1
245,9.273618495495704,5,-5.6,38,1.7888543819998317,1974,0.0,0.0,0.0,11,12,0,0,1,1
246,11.661903789690601,6,-5.9,39,1.70293863659264,1979,0.0,0.0,0.0,11,12,0,0,1,1
247,18.027756377319946,7,-6.0,39,1.760681686165901,1996,0.0,0.0,0.0,11,12,0,0,1,1
248,25.553864678361276,8,-6.0,38,1.8973665961010275,1994,0.01,0.0,0.0,11,12,0,0,1,1
249,18.05547008526779,9,-5.9,36,2.258317958127243,1941,0.1,0.0,0.0,11,12,0,0,1,1
250,14.560219778561036,10,-5.3,32,2.1213203435596424,2000,0.62,0.0,0.0,11,12,0,0,1,1
251,15.033296378372908,11,-4.7,36,1.9493588689617927,2000,1.0,0.0,0.0,11,12,0,0,1,1
252,15.716233645501712,12,-5.2,33,2.1447610589527217,1973,1.26,0.0,0.0,11,12,0,0,1,1
253,15.524174696260024,13,-5.4,32,2.258317958127243,1986,1.24,0.0,0.0,11,12,0,0,1,1
254,15.905973720586866,14,-5.4,31,2.0248456731316584,1945,1.13,0.0,0.0,11,12,0,0,1,1
255,16.401219466856727,15,-5.5,33,2.1213203435596424,2000,0.92,0.0,0.0,11,12,0,0,1,1
256,16.64331697709324,16,-6.0,40,2.0,2000,0.55,0.0,0.0,11,12,0,0,1,1
257,19.0,17,-7.1,44,2.04939015319192,2000,0.18,0.0,0.0,11,12,0,0,1,1
